created_at,id_str,full_text,quote_count,reply_count,retweet_count,favorite_count,lang,user_id_str,conversation_id_str,username,tweet_url,mention_username
Wed Nov 08 13:15:01 +0000 2023,1722241312936828965,"🇵🇸 🇮🇱 Conflict Update  Kata-kata dari seorang prajurit Mesir untuk #Palestina ❤️  Demi Allah, para pria dalam Tentara Mesir memiliki perasaan yang sama, mereka ingin terbuka untuk #Palestine dan bersedia berjuang bersama dengan #Hamas.   Jika perintah dikeluarkan, mereka akan… https://t.co/7sMG1I4iuL",6,24,284,608,in,113764464,1722241312936828965,Avolanza,https://twitter.com/Avolanza/status/1722241312936828965,
Wed Nov 08 13:10:50 +0000 2023,1722240261856903669,"Hamas pejuang kemerdekaan? What the fuck?   Pejuang kemerdekaan Indonesia tidak membantai orang renta, bayi, memperkosa dan membunuh perempuan Belanda.",10,29,36,113,in,967230367685009408,1722240261856903669,ahmedasarlan,https://twitter.com/ahmedasarlan/status/1722240261856903669,
Wed Nov 08 13:08:14 +0000 2023,1722239604689133762,Jika evakuasi warga ini dilakukan HAMAS 3 minggu lalu ga mgkn jatuh bnyk korban.  Makin jelas yg peduli keselamatan warga Gaza adalah ISRAEL.  MEMALUKAN TERORIS HAMAS,2,43,63,139,in,1638057787887603713,1722239604689133762,bnsphrxyz,https://twitter.com/bnsphrxyz/status/1722239604689133762,
Wed Nov 08 12:53:39 +0000 2023,1722235934580871333,Kapten Unit Sniper Israel yang juga Keponakan Netanyahu Tewas Baku Tembak dengan Hamas https://t.co/zE4Y1NGpAw,1,0,36,155,in,3319260420,1722235934580871333,geloraco,https://twitter.com/geloraco/status/1722235934580871333,
Wed Nov 08 12:45:23 +0000 2023,1722233856361906188,Siasatan digital Al Jazeera berjaya mendedahkan pembohongan Israel yang mendakwa kononnya ada terowong Hamas di bawah Hospital Sheikh Hamad Gaza. Propaganda ini Israel sebarkan untuk halalkan kekejaman mereka mengebom hospital.   https://t.co/Fm634adQcf,14,5,1253,771,in,908651280,1722233856361906188,seketulawan,https://twitter.com/seketulawan/status/1722233856361906188,
Wed Nov 08 11:45:49 +0000 2023,1722218863801352645,Menarik. Kita bandingkan bagaimana narasi dan ancaman dari akun2 yg kontra hamas dan yang mendukung hamas. Secara internasional.,0,14,45,251,in,34075325,1722218863801352645,ismailfahmi,https://twitter.com/ismailfahmi/status/1722218863801352645,
Wed Nov 08 11:40:32 +0000 2023,1722217534014075140,Blinken: Tunawezaje kuwa na usitishaji vita wakati Hamas inashikilia mateka? https://t.co/Yj3R0VxKJB https://t.co/KLjQu7BaEY,2,14,9,218,in,18186609,1722217534014075140,bbcswahili,https://twitter.com/bbcswahili/status/1722217534014075140,
Wed Nov 08 10:54:45 +0000 2023,1722206013007466753,🇮🇱 🇵🇸 Israel selalu mengebom anak-anak dan rumah sakit tapi tidak pernah berani melawan Hamas?   Karena ini 👇 https://t.co/LWaHLrG3w3,31,128,1392,4025,in,497234852,1722206013007466753,yo2thok,https://twitter.com/yo2thok/status/1722206013007466753,
Wed Nov 08 10:52:24 +0000 2023,1722205424324379066,"Hishhh, rupanya Gaza di bom bulan 5 tau. Mei baru catch up sharing dalam channel Palestine ni. 😭  Siapa yang cakap Hamas attack dulu ni memang patut kena spam dengan semua kejadian ni. Pastu kalau Hamas tak serang balas korang kata jugak Hamas do nothing for their people kan?!",1,0,258,158,in,2477923711,1722205424324379066,prettylupins,https://twitter.com/prettylupins/status/1722205424324379066,
Wed Nov 08 10:51:24 +0000 2023,1722205172733235576,"Rakyat Palestina mencintai Hamas, hanya Buya Ar-Razi aja yang kagak. https://t.co/zJVw8r21ym",5,23,89,569,in,110938064,1722205172733235576,Bianisme,https://twitter.com/Bianisme/status/1722205172733235576,
Wed Nov 08 10:49:09 +0000 2023,1722204604488941842,Hamas melancarkan serangan mematikan terhadap Israel pada tanggal 7 Oktober 2023. Ini adalah salah satu serangan terburuk dalam sejarah Israel sejak negara tersebut berdiri.  Bagaimana Hamas mendapat persenjataan untuk melakukan aksinya? Siapa yang mendanai?  🧵 https://t.co/0h0MMUxFlx,17,28,199,978,in,1186946650595418116,1722204604488941842,voidotid,https://twitter.com/voidotid/status/1722204604488941842,
Wed Nov 08 10:38:07 +0000 2023,1722201826689515940,"🇵🇸 Hamas mengizinkan 100 warga AS meninggalkan Gaza.  Warga negara Jerman, Kanada, Rumania, Ukraina, dan Filipina juga dibebaskan.",0,2,103,450,in,497234852,1722201826689515940,yo2thok,https://twitter.com/yo2thok/status/1722201826689515940,
Wed Nov 08 10:29:23 +0000 2023,1722199629213929542,"Ja, foei Hamas!",0,9,8,108,in,36447473,1722199629213929542,BartNijman,https://twitter.com/BartNijman/status/1722199629213929542,
Wed Nov 08 10:00:00 +0000 2023,1722192237843698153,"Militer Israel menyatakan, tujuan mereka adalah untuk menghancurkan kelompok militan Palestina Hamas, setelah mereka mengamuk di kota-kota Israel pada 7 Oktober, dan menewaskan 1.400 orang, serta menculik 240 lainnya. https://t.co/CqhEbw4pLH",6,39,174,697,in,69183155,1722192237843698153,detikcom,https://twitter.com/detikcom/status/1722192237843698153,
Wed Nov 08 09:53:48 +0000 2023,1722190674068734370,🇮🇱 🇵🇸 Satu dari 119 tank Merkava Israel yg rusak atau hancur oleh senjata pejuang Hamas dan Hizbullah. https://t.co/0oSpPW9m0X,2,27,195,735,in,497234852,1722190674068734370,yo2thok,https://twitter.com/yo2thok/status/1722190674068734370,
Wed Nov 08 09:47:42 +0000 2023,1722189139217613225,"Saya sebenernya cuma kritik strategi Hamas. Gak pernah nyebut mereka teroris ato apa..  Tapi lihat kelakuan pendukungnya di sini kek gini..  Hanya membuktikan ini organisasi dan pendukungnya emang begini cara mainnya. Neror, nyebar ketakutan.",18,155,76,282,in,33456112,1722189139217613225,muchlis_ar,https://twitter.com/muchlis_ar/status/1722189139217613225,
Wed Nov 08 09:25:41 +0000 2023,1722183599284437458,"Pihak penjajah #Israel mengklaim temukan terowongan #hamas di beberapa bangunan dan rumah sakit #Gaza,  sampai mengadakan konferensi pers menyebut “pencapaian besar” mereka yg kata warga itu hanya sumur resapan selokan alias got🤣 https://t.co/fhGwqdY9ix",16,39,315,493,in,65991060,1722183599284437458,hidcom,https://twitter.com/hidcom/status/1722183599284437458,
Wed Nov 08 09:22:38 +0000 2023,1722182834234999208,#FreePalaestine  #FreePalaestine  HAMAS🇵🇸🇵🇸🇵🇸🇵🇸❤️❤️❤️❤️❤️❤️❤️❤️ https://t.co/4NQG0wr00m,1,3,115,276,in,1344460749964414976,1722182834234999208,CutSarina5,https://twitter.com/CutSarina5/status/1722182834234999208,
Wed Nov 08 09:15:34 +0000 2023,1722181052943446106,"Kunci keberhasilan Hamas dalam serangan 7 Oktober 2023 ke Israel, adalah kepatuhan pada ajaran untuk tak menyerang warga sipil, apalagi menculik dan memperkosa lalu membunuhnya , karena itu melanggar aturan perang dari tailadan mereka.  🤣 https://t.co/MT0CPEPq90",5,24,50,122,in,36325638,1722181052943446106,Sentjoko,https://twitter.com/Sentjoko/status/1722181052943446106,
Wed Nov 08 09:15:07 +0000 2023,1722180941349785893,BREAKING: PERNYATAAN RESMI PEMIMPIN HAMAS  Osama Hamdan:  “Israel tidak berhasil keluar dari kekalahan 7 Oktober dan tidak akan berhasil.  Proyek Amerika untuk menggambar ulang peta wilayah tersebut telah rusak  #GazaHolocaust https://t.co/Xr1omo2jm9,1,5,193,558,in,2256063276,1722180941349785893,SoftWarNews,https://twitter.com/SoftWarNews/status/1722180941349785893,
Wed Nov 08 09:10:36 +0000 2023,1722179804555002301,"@Greschinov @aksara_arya Hamas adalah penghalang utama Israel. Maka, segala cara akan dilakukan utk menghajar Hamas, termasuk propaganda yg sangat halus untuk negeri-negeri muslim: Palestina oke, hamas no!",0,11,32,338,in,158660810,1722170654974427200,afifahafra79,https://twitter.com/afifahafra79/status/1722179804555002301,"Greschinov, aksara_arya"
Wed Nov 08 09:09:41 +0000 2023,1722179573394309327,Hamas:  15 kendaraan lapis baja Israel hancur dalam 24 jam terakhir di Gaza #FreePalestineNow https://t.co/S7YU8eROLj,4,9,172,636,in,2256063276,1722179573394309327,SoftWarNews,https://twitter.com/SoftWarNews/status/1722179573394309327,
Wed Nov 08 08:16:12 +0000 2023,1722166112844959773,*Saat Gaza dikuasai HAMAS:  Terjadi pembunuhan thdp warga Gaza saat evakuasi  *Saat Gaza di bawah kendali IDF:  Warga aman saat evakuasi,3,33,52,106,in,1638057787887603713,1722166112844959773,bnsphrxyz,https://twitter.com/bnsphrxyz/status/1722166112844959773,
Wed Nov 08 07:59:36 +0000 2023,1722161934915825880,"Perang di Palestina skr itu bukan perang Israel-Hamas, tp mmg perang Israel-Palestina. Kebetulan skr itu Hamas yang dominan. Kalo dulu kan Fatah. —Mustafa Abdel Rahman, wartawan senior Kompas yang 30th meliput dunia Arab.",5,14,108,394,in,69557596,1722161934915825880,savicali,https://twitter.com/savicali/status/1722161934915825880,
Wed Nov 08 07:36:32 +0000 2023,1722156131836150168,"Bagi mereka yg menganggap bahwa perlawanan bersenjata Hamas melalui Brigade Izzuddin Al Qassam adalah kejahatan perang, mari kita membuka Resolusi PBB Nomor 3246 tentang “Pernyataan tentang Pemberian Kemerdekaan kepada Negara-negara Terjajah dan Rakyatnya/Declaration on The… https://t.co/1EQzLNws7w",32,56,2419,4025,in,103210292,1722156131836150168,AzzamIzzulhaq,https://twitter.com/AzzamIzzulhaq/status/1722156131836150168,
Wed Nov 08 07:25:58 +0000 2023,1722153474316738777,"@tanyakanrl Banyak yg bela israel ini fokusnya di 7 oktober dan fokus mereka ngeliat palestina itu cuma hamasnya aja Lu gasuka hamas okelah bisa diterima Masalahnya semua dunia tau kalo yg diserang israel selama ini itu SIPIL Kalo alasannya 7 oktober hamas nyerang, lah di westbank kenapa ada…",0,7,23,284,in,1408120395694166021,1722145803614171431,aryuno_,https://twitter.com/aryuno_/status/1722153474316738777,tanyakanrl
Wed Nov 08 07:22:11 +0000 2023,1722152520196485270,Ngeri sama Hamas namun tidak ngeri sama Genosida yg sedang dilakukan Netanyahu? Hamas-Fatah itu urusan rumah tangga orang. Ini rumah dan seisinya mau dimusnahkan. Masak sibuk ngurusin hubungan rumah-tangga penghuninya. Anda sehat pak?,2,4,100,147,in,70168972,1722152520196485270,rahung,https://twitter.com/rahung/status/1722152520196485270,
Wed Nov 08 07:09:07 +0000 2023,1722149232315097530,"@tanyakanrl Sejauh ini aku hanya menemukan bukti video bahwa israel yang mengebom rumah sakit, tempat ibadah, tempat penampungan air, dll.  Belum ada sama sekali hingga skrg aku menemukan sebaliknya, yaitu bukti video RS, tempat ibadah, tempat penampungan, dll milik israel yang dibom hamas.…",11,34,414,3226,in,978646566,1722102036093968813,afrkml,https://twitter.com/afrkml/status/1722149232315097530,tanyakanrl
Wed Nov 08 06:52:43 +0000 2023,1722145102943158568,"🇷🇺 🇺🇸 AS hanya terlihat gagah ketika melawan Ormas Hamas, namun ketika berhadapan dengan Rusia. 🤣👇 https://t.co/y0E3tHLcit",5,39,123,401,in,497234852,1722140478014201981,yo2thok,https://twitter.com/yo2thok/status/1722145102943158568,
Wed Nov 08 06:51:37 +0000 2023,1722144828778217923,"@vitawuw @tanyakanrl Nyatanya jg ambulan ngangkut korban juga di serang, sipil ngantri roti jg di b*nuh. Mang tu hamas kah yg ngantri roti? Kocak geming",0,0,17,340,in,446773032,1722102036093968813,CloudsPeaches,https://twitter.com/CloudsPeaches/status/1722144828778217923,"vitawuw, tanyakanrl"
Wed Nov 08 06:42:37 +0000 2023,1722142561366839674,Fuh pendedahan yang dahsyat   Nampaknya Bertempur dengan Hamas itu hanyalah cover up untuk memastikan deal untuk minyak dan gas berjalan  Penguasaan penuh ke atas Gaza membolehkan Israel membolot kekayaan minyak dan gas di perairan Gaza  Berdasarkan laporan UNCTAD.   Palestin…,109,85,10977,9299,in,2194068895,1722142561366839674,Marchfoward,https://twitter.com/Marchfoward/status/1722142561366839674,
Wed Nov 08 06:02:49 +0000 2023,1722132546694394013,"Setiap negara punya kriteria sendiri-sendiri dalam menentukan mana organisasi yang teroris dan mana yang bukan. Indonesia tidak menggolongkan Hamas sebagai teroris. Lo tinggal, makan, berak di Indonesia ngapa pake standar Amerika buat nentuin teroris? 😂",30,167,1020,4039,in,59980041,1722132546694394013,Greschinov,https://twitter.com/Greschinov/status/1722132546694394013,
Wed Nov 08 06:02:24 +0000 2023,1722132440620425639,"KEMASKINI  Axios melaporkan Presiden US, Joe Biden sudah meminta PM Israel, Benjamin Netanyahu bersetuju untuk menghentikan pertempuran selama 3 hari bagi membolehkan tebusan di Gaza dibebaskan Hamas dalam OTP pada Isnin   Menurut permohonan rundingan yang sedang dibincangkan US… https://t.co/87yZRh0iqc",105,81,484,787,in,2194068895,1722132440620425639,Marchfoward,https://twitter.com/Marchfoward/status/1722132440620425639,
Wed Nov 08 05:58:00 +0000 2023,1722131333374185610,"Dukung Palestina, Angeline Angelina Jolie Diserang Presiden Israel  Angelina Jolie rilis pernyataan keras soal konflik Hamas-Israel yang berdampak pada warga sipil di Gaza, Palestina. Ia langsung diserang Presiden Israel.   &gt &gt  https://t.co/96PS331cRx  #detikHot",2,10,130,383,in,69183155,1722131333374185610,detikcom,https://twitter.com/detikcom/status/1722131333374185610,
Wed Nov 08 05:54:36 +0000 2023,1722130479594566098,"Terowongan Hamas ,,  berapa biaya membangun ini ...dananya darimana ya gess .... Mirip jaring laba laba ... Kita kalo masuk bingung keluarnya ... 🤔😆 https://t.co/7JcFF0QTSL",19,58,134,336,in,1516806636970848265,1722130479594566098,AbahDeon,https://twitter.com/AbahDeon/status/1722130479594566098,
Wed Nov 08 05:36:16 +0000 2023,1722125867059441712,@tanyarlfes nih bukti pejuang hamas ada di garis depan bukan sembunyi dibelakang penduduk sipil. #freepalestine #IsraelisaGenocidalState  #IsraelTerorrist https://t.co/cgH32v8Rjg,1,4,105,282,in,724392657120727041,1722077909580673239,rizkijurek,https://twitter.com/rizkijurek/status/1722125867059441712,tanyarlfes
Wed Nov 08 05:33:29 +0000 2023,1722125166472560995,"Biden mendesak Benjamin Netanyahu utk menerima gencatan senjata 3 hari di Gaza.  Netanyahu menolak dgn alasan tidak percaya pada Hamas mematuhi persyaratan gencatan senjata &amp  membebaskan sandera.  Netanyu juga mengatakan ini bukan hanya perang dgn Hamas, tetapi juga dgn global. https://t.co/7bYQdqdWPt",3,23,26,154,in,955388325099069441,1722125166472560995,DeHoutman_id,https://twitter.com/DeHoutman_id/status/1722125166472560995,
Wed Nov 08 04:59:19 +0000 2023,1722116567398482096,@seketulawan Propaganda diorg IDF = Civilians Palestine civilians = Hamas Hanya orang pemalas guna akal je tepengaruh,1,2,64,161,in,1392395114891251718,1722104714186436653,jebatbintuah,https://twitter.com/jebatbintuah/status/1722116567398482096,seketulawan
Wed Nov 08 04:45:28 +0000 2023,1722113080086413725,"🇵🇸🇮🇱 Conflict Update  Seorang Jenderal Bintang satu dari #IsraHell berfatwa dengan mengutip dalil-dalil Islam bahwa #Hamas adalah Khawarij. Gk perlu Riyadh al Bajrey, langsung sanadnya dari #Zionist wkwkwk...fatwanya serupa.  Fasih bener lughotun Arabi nya, faqih didalam Fiqh,…",10,75,190,336,in,113764464,1722113080086413725,Avolanza,https://twitter.com/Avolanza/status/1722113080086413725,
Wed Nov 08 04:41:23 +0000 2023,1722112054079991815,"Arrazy ini kenapa ya selalu kontroversi soal Hamas/Palestina? Sdh viral dgn kontroversi videonya yg memfitnah Hamas dgn menyebut siapapun warga Palestina yg ingin berdamai dgn Zionist wajib dibun**, skrg malah buat statement begini‼️ Caper👇 #FreePalestineNow  #FreePalestineNow https://t.co/hlwsWiGG9f",7,51,92,168,in,1682947428323037186,1722112054079991815,ShiElita19,https://twitter.com/ShiElita19/status/1722112054079991815,
